ip,details
"66.190.215.75","Other Mega Threat"
"66.228.115.86","Mega Threat"
"66.228.126.11","Mega Threat"
"66.228.126.14","Mega Threat"
"66.228.52.115","Mega Threat"
"66.55.88.47","Mega Threat"
"66.70.34.117","Mega Threat"
"66.76.254.61","Mega Threat"
"67.109.163.18","Mega Threat"
"67.183.123.151","Other Mega Threat"
"67.207.228.144","Mega Threat"
"67.210.120.60","Mega Threat"
"67.219.166.113","Mega Threat"
"67.81.98.205","Mega Threat"
"68.170.61.101","Mega Threat"
"68.174.15.172","Mega Threat"
"68.193.103.252","Mega Threat"
"69.146.233.162","Mega Threat"
"69.165.74.182","Mega Threat"
"69.30.241.254","Mega Threat"
"69.50.192.177","Other Mega Threat"
"69.67.55.25","Mega Threat"
"70.42.149.82","Mega Threat"
"70.61.46.2","Mega Threat"
"70.90.169.213","Mega Threat"
"71.12.110.158","Mega Threat"
"71.176.216.7","Mega Threat"
"71.183.196.142","Mega Threat"
"71.194.96.48","Mega Threat"
"71.97.238.127","Mega Threat"
"72.167.141.132","Mega Threat"
"72.245.35.147","Mega Threat"
"72.80.31.179","Mega Threat"
"74.208.103.172","Mega Threat"
"74.208.149.63","Mega Threat"
"74.208.163.80","Mega Threat"
"74.208.167.71","Mega Threat"
"74.82.47.12","Mega Threat"
"74.82.47.18","Mega Threat"
"74.82.47.25","Mega Threat"
"74.82.47.37","Mega Threat"
"74.82.47.40","Mega Threat"
"74.82.47.51","Mega Threat"
"74.82.47.53","Mega Threat"
"74.82.47.60","Mega Threat"
"74.82.47.61","Mega Threat"
"74.91.31.82","Mega Threat"
"75.119.168.250","Mega Threat"
"75.130.9.111","Mega Threat"
"76.163.114.169","Other Mega Threat"
"76.164.224.34","Mega Threat"
"76.173.238.60","Mega Threat"
"77.104.206.150","Mega Threat"
"77.107.71.123","Mega Threat"
"77.120.30.167","Other Mega Threat"
"77.120.30.26","Mega Threat"
"77.122.184.9","Other Mega Threat"
"77.122.27.116","Other Mega Threat"
"77.234.170.253","Mega Threat"
"77.234.235.48","Mega Threat"
"77.245.65.100","Mega Threat"
"77.92.64.69","Mega Threat"
"77.95.192.36","Mega Threat"
"78.129.231.92","Mega Threat"
"78.136.87.137","Mega Threat"
"78.158.16.60","Mega Threat"
"78.3.100.189","Mega Threat"
"78.31.69.148","Mega Threat"
"78.83.63.129","Mega Threat"
"79.101.42.247","Mega Threat"
"79.121.239.101","Mega Threat"
"79.143.187.205","Mega Threat"
"79.143.187.248","Mega Threat"
"79.160.60.188","Mega Threat"
"8.24.136.11","Mega Threat"
"80.241.208.201","Mega Threat"
"80.241.218.44","Mega Threat"
"80.244.114.180","Mega Threat"
"80.58.132.26","Mega Threat"
"80.82.65.186","Mega Threat"
"80.82.65.206","Mega Threat"
"80.82.79.104","Mega Threat"
"80.83.125.252","Other Mega Threat"
"80.86.83.16","Mega Threat"
"80.92.186.111","Mega Threat"
"81.129.84.182","Mega Threat"
"81.149.34.250","Mega Threat"
"81.169.226.214","Mega Threat"
"81.169.240.32","Other Mega Threat"
"81.170.206.154","Mega Threat"
"81.74.183.186","Mega Threat"
"81.94.196.122","Mega Threat"
"81.95.150.147","Other Mega Threat"
"82.129.196.83","Mega Threat"
"82.221.105.6","Mega Threat"
"82.240.203.153","Mega Threat"
"82.78.82.108","Mega Threat"
"83.165.215.35","Mega Threat"
"83.168.164.18","Mega Threat"
"83.244.137.66","Mega Threat"
"84.55.64.211","Mega Threat"
"85.159.232.115","Mega Threat"
"85.17.156.54","Other Mega Threat"
"85.17.87.33","Mega Threat"
"85.25.129.29","Mega Threat"
"85.25.160.173","Mega Threat"
"85.25.214.203","Mega Threat"
"85.25.214.252","Mega Threat"
"85.25.235.155","Mega Threat"
"86.43.66.110","Mega Threat"
"87.106.179.226","Mega Threat"
"87.116.153.216","Mega Threat"
"87.117.194.174","Mega Threat"
"87.236.215.111","Mega Threat"
"88.150.252.82","Mega Threat"
"88.22.246.238","Mega Threat"
"89.100.84.63","Mega Threat"
"89.110.147.2","Mega Threat"
"89.185.15.235","Other Mega Threat"
"89.215.216.164","Mega Threat"
"89.225.237.236","Mega Threat"
"89.248.160.192","Mega Threat"
"89.248.168.117","Mega Threat"
"89.248.168.128","Mega Threat"
"89.248.169.100","Mega Threat"
"89.40.71.156","Mega Threat"
"90.184.69.241","Mega Threat"
"90.26.254.10","Mega Threat"
"91.121.83.36","Mega Threat"
"91.194.239.126","Mega Threat"
"91.196.125.138","Other Mega Threat"
"91.225.122.48","Other Mega Threat"
"91.229.220.20","Mega Threat"
"91.229.54.147","Other Mega Threat"
"91.236.96.214","Other Mega Threat"
"91.246.230.54","Other Mega Threat"
"92.27.146.164","Mega Threat"
"92.39.241.235","Mega Threat"
"92.39.52.201","Mega Threat"
"92.53.96.111","Other Mega Threat"
"93.145.38.196","Mega Threat"
"93.158.203.194","Mega Threat"
"93.158.212.112","Mega Threat"
"93.191.46.25","Mega Threat"
"93.76.183.178","Other Mega Threat"
"93.76.66.62","Mega Threat"
"93.79.99.240","Other Mega Threat"
"94.102.50.42","Mega Threat"
"94.136.45.239","Mega Threat"
"94.73.144.9","Other Mega Threat"
"94.76.246.97","Mega Threat"
"95.105.249.36","Mega Threat"
"95.143.130.63","Mega Threat"
"95.154.228.42","Mega Threat"
"95.159.74.129","Mega Threat"
"95.168.65.47","Mega Threat"
"95.170.88.153","Mega Threat"
"95.213.177.122","Mega Threat"
"95.213.177.126","Mega Threat"
"95.215.9.222","Mega Threat"
"95.76.221.9","Mega Threat"
"95.95.185.105","Mega Threat"
"96.44.129.130","Mega Threat"
"96.89.224.225","Mega Threat"
"96.89.224.229","Mega Threat"
"97.107.141.70","Mega Threat"
"98.102.190.90","Mega Threat"
"98.143.148.135","Mega Threat"
"98.191.207.206","Mega Threat"
